country,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025
Philippines,54.40,57.70,60.05,61.50,61.85,62.10,62.90,64.50,67.10,68.95,69.85,70.50,70.90,71.60,72.05,73.60
Poland,60.40,64.25,68.10,69.75,70.20,70.45,70.70,70.75,71.10,72.55,74.50,75.45,76.85,77.70,77.80,79.75
Polynesia,51.30,55.00,57.80,60.45,62.85,64.80,67.15,69.30,70.70,72.50,74.05,74.80,75.85,76.55,78.00,79.60
Portugal,60.00,62.05,64.20,66.25,68.10,70.15,72.35,73.95,74.80,75.90,77.45,79.15,80.55,81.35,81.95,83.40
Puerto Rico,62.65,67.55,69.50,70.65,71.55,72.70,73.55,73.80,74.15,75.05,76.70,77.65,78.55,79.70,80.25,81.95
Qatar,53.85,57.00,60.75,64.80,67.95,70.20,71.85,73.30,74.50,75.15,76.00,77.95,79.80,81.20,81.25,83.10
Republic of Korea,34.20,51.75,55.65,60.70,63.50,65.35,67.50,69.90,72.90,75.00,77.40,79.55,81.50,83.10,84.05,84.95
Republic of Moldova,57.00,59.45,61.70,63.40,63.85,64.40,65.55,67.50,66.60,65.10,67.05,68.90,69.20,70.25,70.00,72.55
Reunion,49.50,53.45,56.95,60.65,64.00,66.65,69.45,72.40,73.70,75.10,76.60,78.35,80.60,81.70,82.45,83.50
Romania,62.45,63.05,66.50,67.70,68.20,69.15,69.20,69.15,69.70,69.85,70.55,72.45,74.55,75.75,75.20,77.80
Russian Federation,58.35,65.70,67.85,67.75,67.25,66.50,66.40,68.35,66.65,65.85,65.75,68.00,70.65,73.00,71.85,74.95
Rwanda,43.55,45.25,46.95,47.90,46.20,45.20,50.20,51.20,28.95,41.70,51.15,59.80,63.80,65.85,66.45,67.25
Saint Lucia,49.10,53.85,57.75,62.45,64.70,66.70,69.10,70.15,70.80,70.85,71.55,72.70,72.90,73.40,73.30,75.80
Saint Vincent and the Grenadines,51.65,53.20,59.15,66.25,68.60,69.55,70.65,72.10,72.40,71.35,72.25,74.55,74.45,74.05,71.65,76.25
Samoa,49.10,52.65,55.25,58.70,61.45,63.95,65.75,67.30,68.65,70.15,71.50,71.80,72.50,72.65,73.65,74.95
Sao Tome and Principe,40.05,39.55,45.35,52.95,57.45,59.05,59.55,60.00,61.35,61.25,62.65,64.70,66.00,68.25,68.80,69.80
Saudi Arabia,41.80,44.40,47.10,50.25,55.00,60.05,64.50,67.75,70.25,71.95,73.60,75.30,76.70,77.45,77.90,79.30
Senegal,37.20,39.10,39.75,40.00,41.80,46.10,50.55,54.80,57.05,56.60,58.35,62.50,65.60,67.75,67.75,69.50
Serbia,59.10,62.40,64.50,65.60,67.15,68.65,68.65,69.30,70.90,71.25,72.25,73.55,75.10,76.25,75.35,78.35
Seychelles,,,,,,,,,,,,,,,73.20,75.65
Sierra Leone,30.40,32.55,34.80,37.30,39.70,42.00,43.50,43.90,43.50,43.00,46.35,50.40,55.30,58.90,59.85,60.60
Singapore,53.90,61.70,66.25,68.25,69.65,71.45,72.60,74.55,75.65,77.35,79.45,81.00,82.30,83.35,83.95,85.20
Slovakia,63.70,68.40,70.65,70.45,70.15,70.55,70.70,71.05,71.55,72.65,73.70,74.65,76.20,77.20,76.90,79.30
Slovenia,59.40,63.10,65.70,67.50,68.70,69.90,70.55,72.05,73.50,75.10,76.70,78.55,80.20,81.20,81.65,83.10
Solomon Islands,41.80,45.05,49.55,53.55,58.10,61.25,63.95,65.10,66.15,67.05,67.80,68.40,69.20,70.10,70.80,71.55
Somalia,41.80,42.90,43.90,45.00,45.40,46.05,47.90,47.20,38.50,50.45,50.65,51.00,52.70,55.90,56.25,58.20
South Africa,45.15,50.35,53.50,54.80,56.55,58.75,61.15,63.00,63.10,60.55,55.75,55.20,61.25,65.05,63.15,66.25
South America,50.95,53.35,55.80,57.80,59.70,62.20,64.35,66.40,68.30,70.00,71.60,73.20,74.45,75.30,74.95,77.55
