country,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025
Timor-Leste,2.15,2.05,2.58,2.78,4.33,10.95,16.38,26.59,38.55,50.30,53.45,61.07,69.73,74.46,79.29,83.27
Togo,4.37,6.42,12.38,15.12,19.34,27.13,35.90,40.05,40.68,40.92,44.61,53.08,61.77,68.25,71.76,77.50
Tonga,90.43,92.09,93.85,95.22,95.86,96.65,97.11,97.67,98.47,98.80,99.09,99.10,99.03,99.53,99.73,99.55
Trinidad and Tobago,53.52,61.12,68.49,74.34,79.40,84.28,86.55,90.62,94.35,96.60,97.45,98.26,98.85,98.95,99.78,99.68
Tunisia,1.41,7.01,11.37,21.04,37.03,55.13,67.02,72.57,76.36,83.93,89.73,93.72,95.92,97.72,98.54,99.01
Turkey,32.31,43.51,54.97,63.72,72.54,81.27,88.03,92.16,94.69,95.83,96.13,95.24,94.53,93.30,96.34,96.48
Turkmenistan,87.39,89.94,95.18,97.66,98.82,99.18,99.40,99.54,99.68,99.65,99.50,99.76,99.88,99.95,99.98,99.95
Uganda,9.11,11.61,14.66,18.28,22.82,26.93,30.56,32.86,35.78,38.54,43.58,49.44,57.76,59.39,66.24,71.60
Ukraine,77.84,92.07,97.21,99.08,99.60,99.73,99.75,99.73,99.73,99.80,99.66,99.60,99.85,99.94,99.98,99.86
United Arab Emirates,18.10,20.88,35.52,54.91,67.88,71.40,72.92,74.27,75.98,77.18,83.97,81.72,96.10,95.14,96.77,94.44
United Kingdom of Great Britain and Northern Ireland,99.92,99.92,99.93,99.94,99.95,99.96,99.96,99.96,99.96,99.97,99.98,99.98,99.97,99.97,128.84,130.55
United Republic of Tanzania,7.67,9.51,12.38,17.34,24.82,34.97,46.96,58.41,66.53,71.65,73.04,74.77,74.54,76.67,78.99,80.46
United States Virgin Islands,,,,,,,,,,,,,,,96.70,95.98
United States of America,94.49,94.02,95.05,96.33,97.09,97.39,97.67,97.89,98.04,98.16,98.33,99.02,99.08,99.66,121.55,122.70
Uruguay,45.28,55.28,64.78,73.18,79.64,85.75,90.47,93.01,94.73,96.05,96.62,97.18,97.75,97.99,101.37,101.64
Uzbekistan,,,,,,,,,,,,,,,99.64,99.58
Vanuatu,9.70,14.37,20.66,28.41,37.35,46.16,53.15,58.76,63.00,66.16,66.87,69.58,69.24,68.30,70.60,73.03
Venezuela (Bolivarian Republic of),44.06,48.86,55.90,63.64,71.55,77.33,81.13,84.47,86.99,88.31,89.94,91.16,92.96,93.08,93.66,94.32
Viet Nam,28.84,36.29,45.39,56.78,67.57,73.77,78.83,81.66,81.77,82.35,86.45,86.52,91.14,94.12,108.31,111.48
Western Africa,8.82,11.18,13.82,17.29,21.33,27.21,33.57,39.14,42.87,45.88,48.74,52.26,55.52,59.11,61.94,65.69
Western Asia,35.50,41.32,49.26,52.31,60.02,67.65,73.09,76.27,77.84,78.36,78.66,79.46,80.03,82.39,86.42,86.82
Western Europe,97.68,97.87,98.24,98.55,98.55,98.84,98.99,99.15,99.31,99.34,99.44,99.58,99.68,99.79,99.81,99.59
Western Sahara,,,,,,,,,,,,,,,48.02,55.58
World,47.95,51.64,56.89,60.33,65.05,69.02,71.99,74.94,77.07,78.16,78.45,80.95,83.14,84.47,85.80,86.98
Yemen,0.03,0.07,0.16,0.36,0.80,1.15,2.41,4.69,8.69,15.51,20.14,27.63,32.18,49.37,72.30,76.93
Zambia,33.17,36.36,40.03,43.69,47.37,49.98,55.28,58.25,60.43,61.86,63.35,64.12,68.18,64.23,67.69,69.82
Zimbabwe,19.90,25.40,31.53,37.96,44.87,50.89,57.31,70.95,82.47,86.52,88.35,87.56,88.85,85.38,84.65,85.48
